id,kShortName,kDemangledName,ground_truth,duration,overlap_ratio,slowdown,ID,Kernel Name,Compute throughput,SM,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate
159,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",220804,366886,1.0,0.661591275520371,158,vectorized_elementwise_kernel,6.47,108,87.14,87.14,92.06,100.0,0.0,48.51
160,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",221892,309989,1.0,0.397026481351288,159,vectorized_elementwise_kernel,7.84,108,86.76,86.76,92.04,100.0,0.0,48.72
161,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",145954,215236,1.0,0.474683804486345,160,vectorized_elementwise_kernel,8.54,108,84.21,84.21,88.54,100.0,0.0,61.73
162,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",150659,161507,1.0,0.07200366390325172,161,vectorized_elementwise_kernel,8.57,108,83.78,83.78,88.59,100.0,0.0,61.63
163,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",149507,158946,0.9951681703219961,0.0634407022991093,162,vectorized_elementwise_kernel,8.56,108,83.86,83.86,88.4,100.0,0.0,61.89
164,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",149698,150691,0.0,0.0,163,vectorized_elementwise_kernel,8.57,108,84.68,84.68,89.34,100.0,0.0,61.86
165,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",224259,225700,0.0,0.0,164,vectorized_elementwise_kernel,6.44,108,86.96,86.96,92.47,100.0,0.0,48.91
166,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",219076,219043,0.0,0.0,165,vectorized_elementwise_kernel,6.44,108,86.07,86.07,91.96,100.0,27.57,44.33
167,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",148547,149283,0.0,0.0,166,vectorized_elementwise_kernel,8.6,108,83.83,83.83,88.53,100.0,0.0,61.53
168,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",222147,222308,0.0,0.0,167,vectorized_elementwise_kernel,6.44,108,85.92,85.92,91.82,100.0,27.48,44.17
169,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,4106183,4105381,0.0,0.0,168,ampere_sgemm_128x32_tn,88.99,108,80.24,2.37,45.64,50.0,0.13,97.0
170,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,3937188,3937379,0.0,0.0,169,ampere_sgemm_64x32_sliced1x4_nt,92.91,108,52.98,6.37,23.89,25.0,0.08,82.56
171,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",120002,121186,0.0,0.0,170,reduce_kernel,11.07,108,58.25,58.25,60.01,62.5,4.9,20.9
172,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3680,3936,0.0,0.0,171,vectorized_elementwise_kernel,0.04,108,0.61,0.21,6.19,100.0,0.0,87.51
173,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",16224,16353,0.0,0.0,172,vectorized_elementwise_kernel,7.11,108,44.93,37.71,73.22,100.0,0.0,51.96
174,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",65600,71201,0.1235937697504249,0.6908204008453437,173,layer_norm_grad_input_kernel_vectorized,37.3,108,65.32,65.32,65.05,75.0,44.39,53.97
175,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",97218,650699,1.0,5.693194675883067,174,GammaBetaBackwardCUDAKernel_32x32,11.86,108,38.01,38.01,49.91,100.0,0.09,18.33
176,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",54721,101538,1.0,0.8555581952084209,175,vectorized_elementwise_kernel,6.45,108,71.82,71.82,87.98,100.0,28.11,41.3
177,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4736,62241,1.0,12.14210304054054,176,vectorized_elementwise_kernel,0.02,108,0.41,0.08,6.18,100.0,0.0,89.46
178,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4416,27616,1.0,5.253623188405797,177,vectorized_elementwise_kernel,0.02,108,0.44,0.08,6.19,100.0,0.0,91.11
179,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",43137,50593,1.0,0.172844657718432,178,vectorized_elementwise_kernel,15.31,108,68.6,68.6,85.43,100.0,0.0,54.16
180,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,1044242,1044754,0.09274719216198263,0.005286497529306424,179,ampere_sgemm_128x32_tn,87.75,108,80.19,2.45,45.64,50.0,0.52,97.42
181,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,1117651,1116595,0.0,0.0,180,ampere_sgemm_64x32_sliced1x4_nt,82.12,108,46.8,5.98,20.82,25.0,0.07,81.39
182,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",43680,46785,0.0,0.0,181,reduce_kernel,8.88,108,32.15,32.15,41.69,62.5,8.31,7.25
183,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4128,4096,0.0,0.0,182,vectorized_elementwise_kernel,0.02,108,0.44,0.08,6.21,100.0,0.0,91.72
184,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",7904,7712,0.0,0.0,183,vectorized_elementwise_kernel,3.9,108,22.42,18.1,42.32,100.0,0.0,53.59
185,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",53025,58529,0.1437919663756428,0.7218768677519571,184,vectorized_elementwise_kernel,6.29,108,75.36,75.36,88.39,100.0,0.0,46.23
186,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",72098,115106,1.0,0.5965214014258371,185,reduce_kernel,75.6,108,23.95,23.95,90.12,100.0,10.44,8.65
187,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",7424,48769,1.0,5.569100215517241,186,elementwise_kernel,6.11,108,12.47,3.21,20.34,100.0,0.0,86.5
188,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",70529,75777,1.0,0.07440910831005686,187,vectorized_elementwise_kernel,14.21,108,24.18,4.37,9.09,100.0,0.0,98.99
189,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",1978370,1991778,0.009431271959023546,0.7185983492654856,188,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,36.51,108,29.79,11.78,12.13,12.5,17.08,81.38
190,CatArrayBatchedCopy_aligned16_contig,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",118050,117794,0.0,0.0,189,CatArrayBatchedCopy_aligned16_contig,57.67,108,74.91,74.91,90.85,100.0,60.0,62.7
191,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,3095541,3097525,0.0,0.0,190,ampere_sgemm_128x32_tn,88.75,108,80.13,2.21,45.65,50.0,0.18,97.19
192,ampere_sgemm_128x32_sliced1x4_nt,ampere_sgemm_128x32_sliced1x4_nt,2797360,2797903,0.0,0.0,191,ampere_sgemm_128x32_sliced1x4_nt,98.07,108,40.39,4.94,12.5,12.5,0.0,85.06
193,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",101089,101570,0.0,0.0,192,reduce_kernel,11.78,108,52.06,52.06,58.84,62.5,6.38,19.91
194,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3745,3808,0.0,0.0,193,vectorized_elementwise_kernel,0.04,108,0.56,0.18,6.2,100.0,0.0,91.69
195,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",13472,14016,0.0,0.0,194,vectorized_elementwise_kernel,6.57,108,38.78,32.38,66.55,100.0,0.0,51.82
196,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",65185,65121,0.04963068748944273,-0.01978253819859243,195,layer_norm_grad_input_kernel_vectorized,37.04,108,65.21,65.21,65.34,75.0,44.56,53.43
197,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",98306,485129,1.0,3.934886985534962,196,GammaBetaBackwardCUDAKernel_32x32,12.16,108,38.22,38.22,49.91,100.0,0.09,18.78
198,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",53025,78977,1.0,0.4894295143800094,197,vectorized_elementwise_kernel,6.43,108,71.35,71.35,87.44,100.0,29.17,40.76
199,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4832,77953,1.0,15.13265728476821,198,vectorized_elementwise_kernel,0.02,108,0.4,0.08,6.19,100.0,0.0,90.56
200,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4480,26849,1.0,4.993080357142857,199,vectorized_elementwise_kernel,0.02,108,0.45,0.08,6.2,100.0,0.0,91.13
201,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",43617,52065,1.0,0.1936859481394869,200,vectorized_elementwise_kernel,15.29,108,68.47,68.47,85.12,100.0,0.0,54.25
202,ampere_sgemm_128x64_tn,ampere_sgemm_128x64_tn,3818177,3817696,0.01206198712521898,-0.01044407924984074,201,ampere_sgemm_128x64_tn,95.87,108,48.16,2.06,23.96,25.0,0.36,98.84
203,ampere_sgemm_128x128_nt,ampere_sgemm_128x128_nt,3723232,3722495,0.0,0.0,202,ampere_sgemm_128x128_nt,98.51,108,31.9,3.95,23.45,25.0,0.04,78.53
204,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",51553,53537,0.0,0.0,203,reduce_kernel,9.29,108,32.49,32.49,41.04,62.5,8.29,7.0
205,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4128,3905,0.0,0.0,204,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.21,100.0,0.0,93.05
206,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",16065,16320,0.0,0.0,205,vectorized_elementwise_kernel,7.01,108,43.82,36.82,73.56,100.0,0.0,51.55
207,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",216227,215555,0.02167428266567697,-0.1433885976375284,206,vectorized_elementwise_kernel,6.48,108,87.31,87.31,92.16,100.0,0.0,49.07
208,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",220740,357479,1.0,0.6194572800579867,207,vectorized_elementwise_kernel,6.43,108,87.41,87.41,91.92,100.0,0.0,48.86
209,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",221764,296421,1.0,0.336650673689147,208,vectorized_elementwise_kernel,7.85,108,86.67,86.67,92.03,100.0,0.0,48.94
210,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",146082,198115,1.0,0.3561903588395559,209,vectorized_elementwise_kernel,8.56,108,83.94,83.94,88.64,100.0,0.0,61.71
211,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",150083,159651,1.0,0.06375139089703698,210,vectorized_elementwise_kernel,8.64,108,83.57,83.57,88.6,100.0,0.0,61.63
212,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",149379,158402,1.0,0.06040340342350665,211,vectorized_elementwise_kernel,8.53,108,84.07,84.07,88.57,100.0,0.0,61.55
213,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",148834,149603,0.1110205009257836,0.04653942395044056,212,vectorized_elementwise_kernel,8.59,108,84.46,84.46,88.53,100.0,0.0,61.62
214,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",223716,223940,0.0,0.0,213,vectorized_elementwise_kernel,6.46,108,87.22,87.22,92.52,100.0,0.0,48.6
215,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",219076,218595,0.0,0.0,214,vectorized_elementwise_kernel,6.44,108,86.01,86.01,91.85,100.0,27.53,44.21
216,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",147843,148579,0.0,0.0,215,vectorized_elementwise_kernel,8.54,108,84.23,84.23,88.37,100.0,0.0,61.78
217,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",222243,222276,0.0,0.0,216,vectorized_elementwise_kernel,6.44,108,86.12,86.12,91.67,100.0,27.48,44.31
218,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,4105735,4108805,0.0,0.0,217,ampere_sgemm_128x32_tn,89.05,108,80.29,2.4,45.64,50.0,0.13,96.91
219,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,3935843,3937795,0.0,0.0,218,ampere_sgemm_64x32_sliced1x4_nt,92.92,108,52.99,6.38,23.89,25.0,0.08,82.72
220,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",124322,120610,0.0,0.0,219,reduce_kernel,11.28,108,58.75,58.75,58.16,62.5,4.89,20.79
221,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3904,3904,0.0,0.0,220,vectorized_elementwise_kernel,0.04,108,0.63,0.21,6.11,100.0,0.0,88.14
222,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",16512,16192,0.0,0.0,221,vectorized_elementwise_kernel,6.97,108,43.64,36.61,73.64,100.0,0.0,51.41
223,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",65826,66466,0.04477477206391237,0.2171446455938416,222,layer_norm_grad_input_kernel_vectorized,37.63,108,64.89,64.89,65.13,75.0,44.15,54.19
224,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",98081,608554,1.0,5.204606396753704,223,GammaBetaBackwardCUDAKernel_32x32,12.0,108,38.13,38.13,49.91,100.0,0.09,18.9
225,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",53889,104930,1.0,0.9471506244317022,224,vectorized_elementwise_kernel,6.47,108,71.64,71.64,87.99,100.0,29.3,40.69
226,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4704,119074,1.0,24.31335034013605,225,vectorized_elementwise_kernel,0.02,108,0.44,0.09,6.21,100.0,0.0,94.38
227,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4128,35745,1.0,7.659156976744186,226,vectorized_elementwise_kernel,0.02,108,0.46,0.09,6.21,100.0,0.0,95.98
228,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",42369,50625,1.0,0.1948594491255399,227,vectorized_elementwise_kernel,15.17,108,68.33,68.33,85.07,100.0,0.0,54.2
229,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,1045682,1046065,0.0806383924517119,0.00454210615742405,228,ampere_sgemm_128x32_tn,87.68,108,80.12,2.44,45.64,50.0,0.52,97.4
230,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,1116595,1116435,0.0,0.0,229,ampere_sgemm_64x32_sliced1x4_nt,82.08,108,46.77,5.97,20.84,25.0,0.08,81.34
231,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",43584,44225,0.0,0.0,230,reduce_kernel,9.04,108,32.8,32.8,41.86,62.5,8.27,7.04
232,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4096,4128,0.0,0.0,231,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.21,100.0,0.0,91.5
233,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",7841,7840,0.0,0.0,232,vectorized_elementwise_kernel,3.92,108,22.85,18.42,42.33,100.0,0.0,53.48
234,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",52417,52737,0.08009556857614199,0.0762200673965941,233,vectorized_elementwise_kernel,6.37,108,73.82,73.82,88.21,100.0,0.0,46.09
235,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",72545,119427,1.0,0.6462471569370736,234,reduce_kernel,75.68,108,23.97,23.97,90.16,100.0,10.44,8.65
236,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",7456,13184,1.0,0.7682403433476395,235,elementwise_kernel,6.11,108,11.94,3.18,20.3,100.0,0.0,87.25
237,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",70529,70881,1.0,0.004990854825674546,236,vectorized_elementwise_kernel,14.21,108,24.22,4.36,9.1,100.0,0.0,100.96
238,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",1964706,2021538,0.07686969030510434,0.376305214954454,237,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,36.76,108,29.99,11.1,12.19,12.5,16.96,81.85
239,CatArrayBatchedCopy_aligned16_contig,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",117730,117026,0.0,0.0,238,CatArrayBatchedCopy_aligned16_contig,58.11,108,74.52,74.52,90.84,100.0,60.0,62.94
