allreduce: duration=0.17, attributes={'input_.shape': [1024, 128], 'input_.dtype': torch.float16, 'func.name': 'normlinear_bwd', 'group': 'tp'}
allreduce: duration=0.22ms, timestamp=24216841551.31, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.17ms, timestamp=24216841551.36, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.18ms, timestamp=24216841558.81, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.24ms, timestamp=24216841558.94, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.2ms, timestamp=24216841878.79, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.19ms, timestamp=24216841878.84, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.17ms, timestamp=24216841890.51, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.2ms, timestamp=24216841890.58, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.21ms, timestamp=24216842146.35, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.19ms, timestamp=24216842146.4, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.13ms, timestamp=24216842152.59, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.12ms, timestamp=24216842152.63, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=4.38ms, timestamp=24216842180.3, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.32ms, timestamp=24216842180.59, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=5.34ms, timestamp=24216842188.03, input_.shape: [2, 512], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_broadcast: duration=0.32ms, timestamp=24216842188.28, input_.shape: [2, 512], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_broadcast: duration=1.73ms, timestamp=24216842191.88, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.26ms, timestamp=24216842192.04, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
allreduce: duration=3.0ms, timestamp=24216842198.78, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.38ms, timestamp=24216842199.0, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=2.5ms, timestamp=24216842204.34, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.37ms, timestamp=24216842204.54, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=2.62ms, timestamp=24216842211.18, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.19ms, timestamp=24216842211.36, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.37ms, timestamp=24216842211.39, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.21ms, timestamp=24216842211.42, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=3.62ms, timestamp=24216842218.06, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.38ms, timestamp=24216842218.28, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=2.36ms, timestamp=24216842223.75, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=0.37ms, timestamp=24216842223.98, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=2.07ms, timestamp=24216842229.3, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=0.38ms, timestamp=24216842229.52, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=1.78ms, timestamp=24216842233.9, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=0.35ms, timestamp=24216842234.14, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
allreduce: duration=0.23ms, timestamp=24216842367.2, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.19ms, timestamp=24216842367.23, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.16ms, timestamp=24216842371.76, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.14ms, timestamp=24216842371.79, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=6.1ms, timestamp=24216842399.48, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.35ms, timestamp=24216842399.68, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=1.53ms, timestamp=24216842406.15, input_.shape: [2, 512], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_broadcast: duration=0.14ms, timestamp=24216842406.2, input_.shape: [2, 512], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_broadcast: duration=3.12ms, timestamp=24216842412.42, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.38ms, timestamp=24216842412.58, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
allreduce: duration=1.36ms, timestamp=24216842421.48, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.46ms, timestamp=24216842421.5, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.4ms, timestamp=24216842429.03, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=1.86ms, timestamp=24216842429.03, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.23ms, timestamp=24216842429.53, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.2ms, timestamp=24216842429.56, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=2.07ms, timestamp=24216842437.11, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.36ms, timestamp=24216842437.22, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=1.69ms, timestamp=24216842443.95, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.36ms, timestamp=24216842444.01, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=2.95ms, timestamp=24216842451.37, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=0.36ms, timestamp=24216842451.45, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=1.79ms, timestamp=24216842457.86, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=0.35ms, timestamp=24216842457.95, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=3.24ms, timestamp=24216842464.24, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=0.33ms, timestamp=24216842464.32, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
embedding_bwd_async: duration=1.721343994140625ms, timestamp=24216842471.89
embedding_bwd_async: duration=0.22323200106620789ms, timestamp=24216842471.96
embedding_bwd_async: duration=2.382848024368286ms, timestamp=24216842472.5
embedding_bwd_async: duration=0.130048006772995ms, timestamp=24216842472.57
allreduce: duration=0.19ms, timestamp=24216842480.27, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.14ms, timestamp=24216842480.28, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.14ms, timestamp=24216842482.53, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.15ms, timestamp=24216842482.56, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.13ms, timestamp=24216842485.63, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.18ms, timestamp=24216842485.63, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.13ms, timestamp=24216842489.59, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.14ms, timestamp=24216842489.63, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.12ms, timestamp=24216842498.07, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.16ms, timestamp=24216842498.15, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.19ms, timestamp=24216842542.65, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.2ms, timestamp=24216842542.7, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.37ms, timestamp=24216842706.88, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.2ms, timestamp=24216842709.64, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.41ms, timestamp=24216842707.06, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.41ms, timestamp=24216842709.67, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.28ms, timestamp=24216842719.79, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.38ms, timestamp=24216842719.99, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.19ms, timestamp=24216842763.34, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.17ms, timestamp=24216842763.39, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.22ms, timestamp=24216842974.08, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.21ms, timestamp=24216842974.13, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.15ms, timestamp=24216842982.93, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.19ms, timestamp=24216842983.01, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.18ms, timestamp=24216843031.16, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.18ms, timestamp=24216843031.17, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.14ms, timestamp=24216843032.51, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.16ms, timestamp=24216843032.57, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.12ms, timestamp=24216843038.75, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.12ms, timestamp=24216843038.78, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.11ms, timestamp=24216843044.26, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.17ms, timestamp=24216843044.33, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.13ms, timestamp=24216843051.65, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.17ms, timestamp=24216843051.7, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.11ms, timestamp=24216843059.51, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.16ms, timestamp=24216843059.57, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.14ms, timestamp=24216843092.87, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.14ms, timestamp=24216843092.89, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.12ms, timestamp=24216843100.17, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.13ms, timestamp=24216843100.19, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.11ms, timestamp=24216843108.09, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.12ms, timestamp=24216843108.11, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.11ms, timestamp=24216843115.06, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.11ms, timestamp=24216843115.09, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=0.54ms, timestamp=24216843784.23, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.15ms, timestamp=24216843784.27, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.38ms, timestamp=24216843785.72, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=2.92ms, timestamp=24216843785.44, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=3.12ms, timestamp=24216843793.75, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.16ms, timestamp=24216843793.67, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.38ms, timestamp=24216843796.25, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.15ms, timestamp=24216843801.69, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.28ms, timestamp=24216843799.8, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.34ms, timestamp=24216843802.18, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.31ms, timestamp=24216843805.28, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.26ms, timestamp=24216843810.02, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_reduce: duration=3.54ms, timestamp=24216843811.46, input_.shape: [2, 512, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=0.48ms, timestamp=24216843811.76, input_.shape: [2, 512, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=5.29ms, timestamp=24216843818.97, input_.shape: [2, 512, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=0.37ms, timestamp=24216843819.08, input_.shape: [2, 512, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=5.1ms, timestamp=24216843825.14, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.5ms, timestamp=24216843825.48, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=4.23ms, timestamp=24216843829.5, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.37ms, timestamp=24216843829.68, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=3.5ms, timestamp=24216843834.36, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.35ms, timestamp=24216843834.55, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=2.95ms, timestamp=24216843838.78, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.35ms, timestamp=24216843838.8, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=6.23ms, timestamp=24216843847.11, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.36ms, timestamp=24216843847.29, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=3.07ms, timestamp=24216843848.83, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.35ms, timestamp=24216843849.0, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=2.99ms, timestamp=24216843855.8, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.35ms, timestamp=24216843855.99, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=0.12ms, timestamp=24216843862.05, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
allreduce: duration=0.37ms, timestamp=24216843862.35, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=4.02ms, timestamp=24216843862.36, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_broadcast: duration=0.14ms, timestamp=24216843864.39, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.16ms, timestamp=24216843863.43, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.19ms, timestamp=24216843864.39, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.14ms, timestamp=24216843865.85, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.11ms, timestamp=24216843871.4, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=2.3ms, timestamp=24216843871.41, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=2.44ms, timestamp=24216843871.5, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.13ms, timestamp=24216843871.62, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=1.33ms, timestamp=24216843872.46, input_.shape: [2, 512], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_broadcast: duration=0.19ms, timestamp=24216843872.55, input_.shape: [2, 512], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_broadcast: duration=0.15ms, timestamp=24216843877.07, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.26ms, timestamp=24216843879.55, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=2.41ms, timestamp=24216843884.35, input_.shape: [2, 512], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_broadcast: duration=0.25ms, timestamp=24216843877.35, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.14ms, timestamp=24216843884.41, input_.shape: [2, 512], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_broadcast: duration=0.26ms, timestamp=24216843894.12, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.25ms, timestamp=24216843884.69, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.16ms, timestamp=24216843889.32, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=3.93ms, timestamp=24216843900.16, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.21ms, timestamp=24216843889.37, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.14ms, timestamp=24216843900.18, input_.shape: [2, 1, 512, 512], input_.dtype: torch.bool, func.name: Attribute not found, group: tp
_broadcast: duration=0.24ms, timestamp=24216843900.45, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
_broadcast: duration=0.24ms, timestamp=24216843909.07, input_.shape: [2, 512], input_.dtype: torch.int64, func.name: Attribute not found, group: tp
allreduce: duration=0.85ms, timestamp=24216843911.19, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=1.82ms, timestamp=24216843911.2, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.2ms, timestamp=24216843911.21, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.21ms, timestamp=24216843911.22, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=17.4ms, timestamp=24216843911.76, input_.shape: [2, 512, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=0.34ms, timestamp=24216843911.91, input_.shape: [2, 512, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=0.34ms, timestamp=24216843913.78, input_.shape: [2, 512, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=7.19ms, timestamp=24216843913.79, input_.shape: [2, 512, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=1.91ms, timestamp=24216843918.44, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.2ms, timestamp=24216843918.48, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=7.48ms, timestamp=24216843922.58, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.2ms, timestamp=24216843922.6, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=3.23ms, timestamp=24216843927.67, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.35ms, timestamp=24216843927.85, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.25ms, timestamp=24216843929.67, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=2.82ms, timestamp=24216843929.63, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=1.87ms, timestamp=24216843930.8, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.27ms, timestamp=24216843934.62, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.2ms, timestamp=24216843930.83, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.19ms, timestamp=24216843934.66, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=2.53ms, timestamp=24216843938.61, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=1.51ms, timestamp=24216843941.46, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.35ms, timestamp=24216843938.79, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.44ms, timestamp=24216843941.66, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=1.81ms, timestamp=24216843942.18, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.2ms, timestamp=24216843942.21, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=3.06ms, timestamp=24216843944.94, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.19ms, timestamp=24216843944.97, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=5.22ms, timestamp=24216843950.6, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.35ms, timestamp=24216843950.71, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=2.37ms, timestamp=24216843950.76, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.36ms, timestamp=24216843950.78, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=1.86ms, timestamp=24216843951.68, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=0.18ms, timestamp=24216843951.73, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=9.26ms, timestamp=24216843962.11, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
_reduce: duration=0.17ms, timestamp=24216843962.15, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
allreduce: duration=2.31ms, timestamp=24216843967.38, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.46ms, timestamp=24216843967.5, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=9.05ms, timestamp=24216843971.17, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
allreduce: duration=0.35ms, timestamp=24216843971.36, input_.shape: [1024, 128], input_.dtype: torch.float16, func.name: Attribute not found, group: tp
_reduce: duration=2.41ms, timestamp=24216843972.09, input_.shape: [512, 2], input_.dtype: torch.float32, func.name: Attribute not found, group: tp
